-0.100383135,-0.529259972
0.943834084,-0.487631903
-0.633620946,-0.142476713
1.381136177,0.47710418
-0.495535101,-1.291286059
-0.364905517,0.237533302
0.573628419,1.323137741
1.097676127,-0.999953336
-0.361501618,-1.434405432
1.440718697,-0.773766989
-1.149613749,1.070323675
-1.048003877,-0.396799423
-0.724966738,1.256489706
-0.806481175,-1.413844742
-1.157588249,0.735598846
0.969380904,0.061393916
-0.548776791,1.454151791
1.469702843,0.609210838
-0.07628938,-0.609670649
0.782114463,-0.354935801
-0.96402215,-0.495222332
0.511476576,0.003373231
-1.462862394,0.233681398
0.008061796,-0.043953703
-0.505574612,0.494401784
-0.789007325,-0.650603894
0.691062573,0.785948364
-1.263648122,0.415297218
0.338378539,1.21271732
10.40349063,0.206466205
11.39252783,3.192072917
13.10700791,0.575204934
7.316257056,0.335175511
6.572235568,6.272115128
8.625363445,2.98094255
8.395179303,5.163222025
10.82254107,0.579250347
11.0517231,4.626866289
6.644467488,-0.144263075
12.83886469,5.532488469
13.34043805,1.501188554
12.18406118,2.258893665
12.92575911,4.968177372
12.37213437,4.334540592
10.92228588,4.095434343
10.10146247,3.629895242
11.6612154,3.81892274
9.901749449,-0.072166268
12.54688853,1.849960283
12.89104496,5.565977341
8.341446268,1.789012672
8.865073344,4.489862972
6.712144964,6.254164867
9.719137215,1.29431772
9.283149756,3.4604096
13.2566001,6.423388452
7.622605993,1.297641952
11.871364,2.209237007
9.126101489,13.21158608
6.570728498,10.04321136
9.819286006,13.46712867
11.44338685,8.971802967
8.567367664,7.193994787
9.314156106,13.32616609
9.449441009,12.96114636
12.76565545,9.35839179
12.01526446,12.34460168
11.38773441,9.508073366
12.57453966,7.73717329
7.741045439,10.90742046
11.11182941,11.30454987
12.93921526,9.888512677
11.73514859,13.31788878
6.548247998,9.570893789
7.35397588,7.459362192
12.3478524,8.183304732
8.65791102,11.63580017
12.903734,7.51052864
11.7311371,8.783092982
11.6279958,9.352387576
6.977996208,9.916013567
13.18927325,8.250812501
11.19631141,13.01308376
11.42820704,6.942494826
13.06056426,11.10518592
10.91700736,10.57405658
11.11381599,8.366513304
3.15936646,3.304998167
3.174484236,3.176133754
3.323655926,2.901683085
2.521330577,3.396597848
2.648751813,3.254020053
3.385378107,3.347673547
3.37840667,3.232858733
3.067011514,2.785484253
3.02133846,2.72184054
3.204705089,3.366105031
3.06648878,2.624558589
3.088653307,2.764556542
3.455170768,3.136889947
3.155033225,2.82570608
3.322948897,3.179499103
3.367091974,3.388772222
2.560083031,2.564475817
3.368364444,3.468507274
2.865095762,3.382408737
2.970738988,2.582506482
2.729915674,2.665546259
2.985605286,3.494808017
3.355742726,2.664563227
2.56708947,2.826613984
2.778292547,3.483237262
3.006725829,3.189704071
2.562314892,3.102226058
2.829907749,3.487100621
2.954140031,2.851385765
